0 0 585.5999999999999 inf
0 1 585.5999999999999 437.0
0 2 585.5999999999999 inf
0 3 585.5999999999999 inf
0 4 585.5999999999999 0.0
0 5 585.5999999999999 inf
0 6 585.5999999999999 inf
0 7 585.5999999999999 0.0
0 8 585.5999999999999 inf
0 9 585.5999999999999 inf
0 10 585.5999999999999 0.0
0 11 585.5999999999999 inf
1 0 585.5999999999999 0.0
1 1 585.5999999999999 -inf
1 2 585.5999999999999 0.0
1 3 585.5999999999999 2640.0
1 4 585.5999999999999 -inf
1 5 585.5999999999999 0.0
1 6 585.5999999999999 1760.0
1 7 585.5999999999999 -inf
1 8 585.5999999999999 0.0
1 9 585.5999999999999 880.0
1 10 585.5999999999999 -inf
1 11 585.5999999999999 0.0
2 0 585.5999999999999 inf
2 1 585.5999999999999 0.0
2 2 585.5999999999999 inf
2 3 585.5999999999999 inf
2 4 585.5999999999999 0.0
2 5 585.5999999999999 inf
2 6 585.5999999999999 inf
2 7 585.5999999999999 0.0
2 8 585.5999999999999 inf
2 9 585.5999999999999 inf
2 10 585.5999999999999 0.0
2 11 585.5999999999999 inf
3 0 585.5999999999999 inf
3 1 585.5999999999999 660.0
3 2 585.5999999999999 inf
3 3 585.5999999999999 inf
3 4 585.5999999999999 660.0
3 5 585.5999999999999 inf
3 6 585.5999999999999 inf
3 7 585.5999999999999 660.0
3 8 585.5999999999999 inf
3 9 585.5999999999999 inf
3 10 585.5999999999999 660.0
3 11 585.5999999999999 inf
4 0 585.5999999999999 0.0
4 1 585.5999999999999 -inf
4 2 585.5999999999999 0.0
4 3 585.5999999999999 7475.0
4 4 585.5999999999999 -inf
4 5 585.5999999999999 7475.0
4 6 585.5999999999999 0.0
4 7 585.5999999999999 -inf
4 8 585.5999999999999 0.0
4 9 585.5999999999999 0.0
4 10 585.5999999999999 -inf
4 11 585.5999999999999 0.0
5 0 585.5999999999999 inf
5 1 585.5999999999999 2592.0
5 2 585.5999999999999 inf
5 3 585.5999999999999 inf
5 4 585.5999999999999 2600.0
5 5 585.5999999999999 inf
5 6 585.5999999999999 inf
5 7 585.5999999999999 2600.0
5 8 585.5999999999999 inf
5 9 585.5999999999999 inf
5 10 585.5999999999999 0.0
5 11 585.5999999999999 inf
6 0 585.5999999999999 inf
6 1 585.5999999999999 440.0
6 2 585.5999999999999 inf
6 3 585.5999999999999 inf
6 4 585.5999999999999 22865.0
6 5 585.5999999999999 inf
6 6 585.5999999999999 inf
6 7 585.5999999999999 440.0
6 8 585.5999999999999 inf
6 9 585.5999999999999 inf
6 10 585.5999999999999 440.0
6 11 585.5999999999999 inf
7 0 585.5999999999999 0.0
7 1 585.5999999999999 -inf
7 2 585.5999999999999 5192.0
7 3 585.5999999999999 7498.0
7 4 585.5999999999999 -inf
7 5 585.5999999999999 7498.0
7 6 585.5999999999999 5200.0
7 7 585.5999999999999 -inf
7 8 585.5999999999999 0.0
7 9 585.5999999999999 0.0
7 10 585.5999999999999 -inf
7 11 585.5999999999999 0.0
8 0 585.5999999999999 inf
8 1 585.5999999999999 0.0
8 2 585.5999999999999 inf
8 3 585.5999999999999 inf
8 4 585.5999999999999 0.0
8 5 585.5999999999999 inf
8 6 585.5999999999999 inf
8 7 585.5999999999999 0.0
8 8 585.5999999999999 inf
8 9 585.5999999999999 inf
8 10 585.5999999999999 0.0
8 11 585.5999999999999 inf
9 0 585.5999999999999 inf
9 1 585.5999999999999 220.0
9 2 585.5999999999999 inf
9 3 585.5999999999999 inf
9 4 585.5999999999999 220.0
9 5 585.5999999999999 inf
9 6 585.5999999999999 inf
9 7 585.5999999999999 220.0
9 8 585.5999999999999 inf
9 9 585.5999999999999 inf
9 10 585.5999999999999 220.0
9 11 585.5999999999999 inf
10 0 585.5999999999999 0.0
10 1 585.5999999999999 -inf
10 2 585.5999999999999 0.0
10 3 585.5999999999999 0.0
10 4 585.5999999999999 -inf
10 5 585.5999999999999 0.0
10 6 585.5999999999999 0.0
10 7 585.5999999999999 -inf
10 8 585.5999999999999 0.0
10 9 585.5999999999999 0.0
10 10 585.5999999999999 -inf
10 11 585.5999999999999 0.0
11 0 585.5999999999999 inf
11 1 585.5999999999999 0.0
11 2 585.5999999999999 inf
11 3 585.5999999999999 inf
11 4 585.5999999999999 0.0
11 5 585.5999999999999 inf
11 6 585.5999999999999 inf
11 7 585.5999999999999 0.0
11 8 585.5999999999999 inf
11 9 585.5999999999999 inf
11 10 585.5999999999999 0.0
11 11 585.5999999999999 inf
