0 0 339.0 999999
1 0 339.0 0
2 0 339.0 999999
0 1 339.0 759
1 1 339.0 999998
2 1 339.0 0
0 2 339.0 999999
1 2 339.0 0
2 2 339.0 999999
3 0 339.0 999999
4 0 339.0 0
5 0 339.0 999999
3 1 339.0 1089
4 1 339.0 999998
5 1 339.0 4528
3 2 339.0 999999
4 2 339.0 0
5 2 339.0 999999
6 0 339.0 999999
7 0 339.0 0
8 0 339.0 999999
6 1 339.0 726
7 1 339.0 999998
8 1 339.0 0
6 2 339.0 999999
7 2 339.0 9064
8 2 339.0 999999
9 0 339.0 999999
10 0 339.0 0
11 0 339.0 999999
9 1 339.0 371
10 1 339.0 999998
11 1 339.0 0
9 2 339.0 999999
10 2 339.0 0
11 2 339.0 999999
0 3 339.0 999999
1 3 339.0 4356
2 3 339.0 999999
0 4 339.0 0
1 4 339.0 999998
2 4 339.0 0
0 5 339.0 999999
1 5 339.0 0
2 5 339.0 999999
3 3 339.0 999999
4 3 339.0 12995
5 3 339.0 999999
3 4 339.0 1089
4 4 339.0 999998
5 4 339.0 4528
3 5 339.0 999999
4 5 339.0 13018
5 5 339.0 999999
6 3 339.0 999999
7 3 339.0 12995
8 3 339.0 999999
6 4 339.0 39734
7 4 339.0 999998
8 4 339.0 0
6 5 339.0 999999
7 5 339.0 13026
8 5 339.0 999999
9 3 339.0 999999
10 3 339.0 0
11 3 339.0 999999
9 4 339.0 363
10 4 339.0 999998
11 4 339.0 0
9 5 339.0 999999
10 5 339.0 0
11 5 339.0 999999
0 6 339.0 999999
1 6 339.0 2904
2 6 339.0 999999
0 7 339.0 0
1 7 339.0 999998
2 7 339.0 0
0 8 339.0 999999
1 8 339.0 0
2 8 339.0 999999
3 6 339.0 999999
4 6 339.0 0
5 6 339.0 999999
3 7 339.0 1089
4 7 339.0 999998
5 7 339.0 4536
3 8 339.0 999999
4 8 339.0 0
5 8 339.0 999999
6 6 339.0 999999
7 6 339.0 9072
8 6 339.0 999999
6 7 339.0 726
7 7 339.0 999998
8 7 339.0 0
6 8 339.0 999999
7 8 339.0 0
8 8 339.0 999999
9 6 339.0 999999
10 6 339.0 0
11 6 339.0 999999
9 7 339.0 363
10 7 339.0 999998
11 7 339.0 0
9 8 339.0 999999
10 8 339.0 0
11 8 339.0 999999
0 9 339.0 999999
1 9 339.0 1452
2 9 339.0 999999
0 10 339.0 0
1 10 339.0 999998
2 10 339.0 0
0 11 339.0 999999
1 11 339.0 0
2 11 339.0 999999
3 9 339.0 999999
4 9 339.0 0
5 9 339.0 999999
3 10 339.0 1089
4 10 339.0 999998
5 10 339.0 0
3 11 339.0 999999
4 11 339.0 0
5 11 339.0 999999
6 9 339.0 999999
7 9 339.0 0
8 9 339.0 999999
6 10 339.0 726
7 10 339.0 999998
8 10 339.0 0
6 11 339.0 999999
7 11 339.0 0
8 11 339.0 999999
9 9 339.0 999999
10 9 339.0 0
11 9 339.0 999999
9 10 339.0 363
10 10 339.0 999998
11 10 339.0 0
9 11 339.0 999999
10 11 339.0 0
11 11 339.0 999999
0 0 195.2 -1.0
0 1 195.2 414.0
0 2 195.2 -1.0
0 3 195.2 -1.0
0 4 195.2 0.0
0 5 195.2 -1.0
0 6 195.2 -1.0
0 7 195.2 0.0
0 8 195.2 -1.0
0 9 195.2 -1.0
0 10 195.2 0.0
0 11 195.2 -1.0
1 0 195.2 0.0
1 1 195.2 -2.0
1 2 195.2 0.0
1 3 195.2 2508.0
1 4 195.2 -2.0
1 5 195.2 0.0
1 6 195.2 1672.0
1 7 195.2 -2.0
1 8 195.2 0.0
1 9 195.2 836.0
1 10 195.2 -2.0
1 11 195.2 0.0
2 0 195.2 -1.0
