0 0 390.4 inf
0 1 390.4 460.0
0 2 390.4 inf
0 3 390.4 inf
0 4 390.4 0.0
0 5 390.4 inf
0 6 390.4 inf
0 7 390.4 0.0
0 8 390.4 inf
0 9 390.4 inf
0 10 390.4 0.0
0 11 390.4 inf
1 0 390.4 0.0
1 1 390.4 -inf
1 2 390.4 0.0
1 3 390.4 2508.0
1 4 390.4 -inf
1 5 390.4 0.0
1 6 390.4 1672.0
1 7 390.4 -inf
1 8 390.4 0.0
1 9 390.4 836.0
1 10 390.4 -inf
1 11 390.4 0.0
2 0 390.4 inf
2 1 390.4 0.0
2 2 390.4 inf
2 3 390.4 inf
2 4 390.4 0.0
2 5 390.4 inf
2 6 390.4 inf
2 7 390.4 0.0
2 8 390.4 inf
2 9 390.4 inf
2 10 390.4 0.0
2 11 390.4 inf
3 0 390.4 inf
3 1 390.4 627.0
3 2 390.4 inf
3 3 390.4 inf
3 4 390.4 627.0
3 5 390.4 inf
3 6 390.4 inf
3 7 390.4 627.0
3 8 390.4 inf
3 9 390.4 inf
3 10 390.4 627.0
3 11 390.4 inf
4 0 390.4 0.0
4 1 390.4 -inf
4 2 390.4 0.0
4 3 390.4 7521.0
4 4 390.4 -inf
4 5 390.4 7498.0
4 6 390.4 0.0
4 7 390.4 -inf
4 8 390.4 0.0
4 9 390.4 0.0
4 10 390.4 -inf
4 11 390.4 0.0
5 0 390.4 inf
5 1 390.4 2616.0
5 2 390.4 inf
5 3 390.4 inf
5 4 390.4 2608.0
5 5 390.4 inf
5 6 390.4 inf
5 7 390.4 2608.0
5 8 390.4 inf
5 9 390.4 inf
5 10 390.4 0.0
5 11 390.4 inf
6 0 390.4 inf
6 1 390.4 418.0
6 2 390.4 inf
6 3 390.4 inf
6 4 390.4 22935.0
6 5 390.4 inf
6 6 390.4 inf
6 7 390.4 418.0
6 8 390.4 inf
6 9 390.4 inf
6 10 390.4 418.0
6 11 390.4 inf
7 0 390.4 0.0
7 1 390.4 -inf
7 2 390.4 5224.0
7 3 390.4 7498.0
7 4 390.4 -inf
7 5 390.4 7498.0
7 6 390.4 5216.0
7 7 390.4 -inf
7 8 390.4 0.0
7 9 390.4 0.0
7 10 390.4 -inf
7 11 390.4 0.0
8 0 390.4 inf
8 1 390.4 0.0
8 2 390.4 inf
8 3 390.4 inf
8 4 390.4 0.0
8 5 390.4 inf
8 6 390.4 inf
8 7 390.4 0.0
8 8 390.4 inf
8 9 390.4 inf
8 10 390.4 0.0
8 11 390.4 inf
9 0 390.4 inf
9 1 390.4 209.0
9 2 390.4 inf
9 3 390.4 inf
9 4 390.4 209.0
9 5 390.4 inf
9 6 390.4 inf
9 7 390.4 209.0
9 8 390.4 inf
9 9 390.4 inf
9 10 390.4 209.0
9 11 390.4 inf
10 0 390.4 0.0
10 1 390.4 -inf
10 2 390.4 0.0
10 3 390.4 0.0
10 4 390.4 -inf
10 5 390.4 0.0
10 6 390.4 0.0
10 7 390.4 -inf
10 8 390.4 0.0
10 9 390.4 0.0
10 10 390.4 -inf
10 11 390.4 0.0
11 0 390.4 inf
11 1 390.4 0.0
11 2 390.4 inf
11 3 390.4 inf
11 4 390.4 0.0
11 5 390.4 inf
11 6 390.4 inf
11 7 390.4 0.0
11 8 390.4 inf
11 9 390.4 inf
11 10 390.4 0.0
11 11 390.4 inf
