0 0 780.8 inf
0 1 780.8 460.0
0 2 780.8 inf
0 3 780.8 inf
0 4 780.8 0.0
0 5 780.8 inf
0 6 780.8 inf
0 7 780.8 0.0
0 8 780.8 inf
0 9 780.8 inf
0 10 780.8 0.0
0 11 780.8 inf
1 0 780.8 0.0
1 1 780.8 -inf
1 2 780.8 0.0
1 3 780.8 2508.0
1 4 780.8 -inf
1 5 780.8 0.0
1 6 780.8 1672.0
1 7 780.8 -inf
1 8 780.8 0.0
1 9 780.8 836.0
1 10 780.8 -inf
1 11 780.8 0.0
2 0 780.8 inf
2 1 780.8 0.0
2 2 780.8 inf
2 3 780.8 inf
2 4 780.8 0.0
2 5 780.8 inf
2 6 780.8 inf
2 7 780.8 0.0
2 8 780.8 inf
2 9 780.8 inf
2 10 780.8 0.0
2 11 780.8 inf
3 0 780.8 inf
3 1 780.8 627.0
3 2 780.8 inf
3 3 780.8 inf
3 4 780.8 627.0
3 5 780.8 inf
3 6 780.8 inf
3 7 780.8 627.0
3 8 780.8 inf
3 9 780.8 inf
3 10 780.8 627.0
3 11 780.8 inf
4 0 780.8 0.0
4 1 780.8 -inf
4 2 780.8 0.0
4 3 780.8 7498.0
4 4 780.8 -inf
4 5 780.8 7498.0
4 6 780.8 0.0
4 7 780.8 -inf
4 8 780.8 0.0
4 9 780.8 0.0
4 10 780.8 -inf
4 11 780.8 0.0
5 0 780.8 inf
5 1 780.8 2608.0
5 2 780.8 inf
5 3 780.8 inf
5 4 780.8 2608.0
5 5 780.8 inf
5 6 780.8 inf
5 7 780.8 2608.0
5 8 780.8 inf
5 9 780.8 inf
5 10 780.8 0.0
5 11 780.8 inf
6 0 780.8 inf
6 1 780.8 418.0
6 2 780.8 inf
6 3 780.8 inf
6 4 780.8 22912.0
6 5 780.8 inf
6 6 780.8 inf
6 7 780.8 418.0
6 8 780.8 inf
6 9 780.8 inf
6 10 780.8 418.0
6 11 780.8 inf
7 0 780.8 0.0
7 1 780.8 -inf
7 2 780.8 5216.0
7 3 780.8 7475.0
7 4 780.8 -inf
7 5 780.8 7475.0
7 6 780.8 5216.0
7 7 780.8 -inf
7 8 780.8 0.0
7 9 780.8 0.0
7 10 780.8 -inf
7 11 780.8 0.0
8 0 780.8 inf
8 1 780.8 0.0
8 2 780.8 inf
8 3 780.8 inf
8 4 780.8 0.0
8 5 780.8 inf
8 6 780.8 inf
8 7 780.8 0.0
8 8 780.8 inf
8 9 780.8 inf
8 10 780.8 0.0
8 11 780.8 inf
9 0 780.8 inf
9 1 780.8 209.0
9 2 780.8 inf
9 3 780.8 inf
9 4 780.8 209.0
9 5 780.8 inf
9 6 780.8 inf
9 7 780.8 209.0
9 8 780.8 inf
9 9 780.8 inf
9 10 780.8 209.0
9 11 780.8 inf
10 0 780.8 0.0
10 1 780.8 -inf
10 2 780.8 0.0
10 3 780.8 0.0
10 4 780.8 -inf
10 5 780.8 0.0
10 6 780.8 0.0
10 7 780.8 -inf
10 8 780.8 0.0
10 9 780.8 0.0
10 10 780.8 -inf
10 11 780.8 0.0
11 0 780.8 inf
11 1 780.8 0.0
11 2 780.8 inf
11 3 780.8 inf
11 4 780.8 0.0
11 5 780.8 inf
11 6 780.8 inf
11 7 780.8 0.0
11 8 780.8 inf
11 9 780.8 inf
11 10 780.8 0.0
11 11 780.8 inf
