201, 0, 69, 0, 0, 0, 13
201, 1, 0, 0, 0, 0, 0
201, 2, 0, 0, 0, 0, 0
201, 3, 0, 0, 0, 0, 0
201, 4, 0, 0, 0, 0, 0
201, 5, 0, 0, 0, 0, 0
201, 6, 0, 0, 0, 0, 0
201, 7, 0, 0, 0, 0, 0
201, 8, 0, 0, 0, 0, 0
201, 9, 0, 0, 0, 0, 0
201, 10, 0, 0, 0, 0, 0
201, 11, 0, 0, 0, 0, 0
201, 12, 0, 0, 0, 0, 0
201, 13, 0, 0, 0, 0, 0
201, 14, 0, 0, 0, 0, 0
201, 15, 0, 0, 0, 0, 0
201, 16, 0, 0, 0, 0, 0
201, 17, 0, 0, 0, 0, 0
201, 18, 0, 0, 0, 0, 0
201, 19, 0, 0, 0, 0, 0
201, 20, 0, 0, 0, 0, 0
201, 21, 0, 0, 0, 0, 0
201, 22, 0, 0, 0, 0, 0
201, 23, 0, 0, 0, 0, 0
201, 24, 0, 0, 0, 0, 0
202, 0, 0, 0, 0, 0, 0
202, 1, 0, 0, 0, 0, 0
202, 2, 0, 0, 0, 0, 0
202, 3, 0, 0, 0, 0, 0
202, 4, 0, 0, 0, 0, 0
202, 5, 0, 0, 0, 0, 0
202, 6, 0, 0, 0, 0, 0
202, 7, 0, 0, 0, 0, 0
202, 8, 0, 0, 0, 0, 0
202, 9, 0, 0, 0, 0, 0
202, 10, 0, 0, 0, 0, 0
202, 11, 0, 0, 0, 0, 0
202, 12, 0, 0, 0, 0, 0
202, 13, 0, 0, 0, 0, 0
202, 14, 0, 0, 0, 0, 0
202, 15, 0, 0, 0, 0, 0
202, 16, 0, 0, 0, 0, 0
202, 17, 0, 0, 0, 0, 0
202, 18, 0, 0, 0, 0, 0
202, 19, 0, 0, 0, 0, 0
202, 20, 0, 0, 0, 0, 0
202, 21, 0, 0, 0, 0, 0
202, 22, 0, 0, 0, 0, 0
202, 23, 0, 0, 0, 0, 0
202, 24, 0, 0, 0, 0, 0
203, 0, 65, 2164, 0, 532, 41
203, 1, 29, 2128, 13, 0, 0
203, 2, 532, 1064, 13, 532, 0
203, 3, 0, 0, 0, 1064, 0
203, 4, 0, 0, 0, 0, 0
203, 5, 0, 0, 0, 532, 52
203, 6, 0, 0, 0, 0, 0
203, 7, 0, 0, 0, 532, 0
203, 8, 0, 0, 0, 1064, 0
203, 9, 0, 0, 0, 0, 0
203, 10, 0, 0, 0, 532, 52
203, 11, 0, 0, 13, 0, 0
203, 12, 0, 0, 13, 532, 0
203, 13, 532, 0, 13, 532, 0
203, 14, 0, 0, 0, 0, 0
203, 15, 0, 0, 0, 532, 39
203, 16, 0, 0, 0, 0, 0
203, 17, 0, 0, 0, 532, 0
203, 18, 0, 0, 0, 532, 0
203, 19, 0, 0, 0, 0, 0
203, 20, 532, 0, 0, 0, 39
203, 21, 0, 0, 26, 0, 0
203, 22, 532, 0, 26, 0, 0
203, 23, 532, 0, 13, 0, 0
203, 24, 0, 0, 0, 0, 0
204, 0, 83, 611, 0, 20, 13
204, 1, 448, 80, 13, 106, 0
204, 2, 20, 40, 6, 20, 0
204, 3, 0, 0, 0, 40, 0
204, 4, 0, 0, 0, 0, 0
204, 5, 0, 0, 0, 20, 13
204, 6, 0, 0, 0, 106, 19
204, 7, 0, 0, 0, 20, 0
204, 8, 0, 0, 0, 40, 0
