Quantum 1,,,,,
Routers , LOCAL , EAST , WEST , NORTH , SOUTH 
Router 13 ,0,0,0,0,17
Router 14 ,143,0,0,0,143
Router 15 ,143,0,0,0,128
Router 16 ,0,0,0,0,0
Router 17 ,0,0,0,0,0
Router 18 ,0,0,0,0,0
Router 19 ,0,0,0,0,0
Router 20 ,0,0,0,0,0
Router 21 ,0,0,0,0,33
Router 22 ,0,0,0,0,286
Router 23 ,0,0,0,0,271
Router 24 ,0,0,0,0,0
Router 25 ,0,0,0,0,0
Router 26 ,0,0,0,0,0
Router 27 ,0,0,0,0,0
Router 28 ,0,0,0,0,0
Router 29 ,0,0,0,0,49
Router 30 ,0,0,0,0,286
Router 31 ,0,0,0,0,271
Router 32 ,0,0,0,0,0
Router 33 ,0,0,0,0,0
Router 34 ,0,0,0,0,0
Router 35 ,0,0,0,0,0
Router 36 ,0,0,0,0,0
Router 37 ,0,0,0,0,65
Router 38 ,0,0,0,0,286
Router 39 ,0,0,0,0,271
Router 40 ,0,109,0,0,0
Router 41 ,0,125,0,0,0
Router 42 ,0,127,0,0,0
Router 43 ,0,127,0,0,0
Router 44 ,0,127,0,0,0
Router 45 ,0,46,0,0,81
Router 46 ,0,0,0,0,286
Router 47 ,0,0,0,0,271
Router 48 ,0,143,0,0,0
Router 49 ,0,236,0,0,0
Router 50 ,0,252,0,0,0
Router 51 ,0,268,0,0,0
Router 52 ,0,270,0,0,0
Router 53 ,0,270,0,0,0
Router 54 ,0,30,0,0,240
Router 55 ,0,0,0,0,271
Router 56 ,0,143,0,0,0
Router 57 ,0,174,0,0,0
Router 58 ,0,190,0,0,0
Router 59 ,0,206,0,0,0
Router 60 ,0,222,0,0,0
Router 61 ,0,223,0,0,0
Router 62 ,0,224,0,0,0
Router 63 ,0,0,0,0,225
Quantum 14,,,,,
Routers , LOCAL , EAST , WEST , NORTH , SOUTH 
Router 0 ,0,0,0,0,0
Router 1 ,0,0,0,0,0
Router 2 ,0,0,0,0,0
Router 3 ,0,0,0,0,0
Router 4 ,0,0,0,0,0
Router 5 ,142,0,0,0,0
Router 6 ,142,0,0,0,0
Router 7 ,142,0,0,0,0
Router 8 ,0,0,0,0,0
Router 9 ,0,0,0,0,0
Router 10 ,0,0,0,0,0
Router 11 ,0,0,0,0,0
Router 12 ,0,0,0,0,0
Router 13 ,0,0,0,0,126
Router 14 ,0,0,0,0,126
Router 15 ,0,0,0,0,141
Router 16 ,0,0,0,0,0
Router 17 ,0,0,0,0,0
Router 18 ,0,0,0,0,0
Router 19 ,0,0,0,0,0
Router 20 ,0,0,0,0,0
Router 21 ,0,0,0,0,110
Router 22 ,0,0,0,0,110
Router 23 ,0,0,0,0,125
Router 24 ,0,0,0,0,0
Router 25 ,0,0,0,0,0
Router 26 ,0,0,0,0,0
Router 27 ,0,0,0,0,0
Router 28 ,0,0,0,0,0
Router 29 ,0,0,0,0,94
Router 30 ,0,0,0,0,94
Router 31 ,0,0,0,0,109
Router 32 ,0,0,0,0,0
Router 33 ,0,0,0,0,0
Router 34 ,0,0,0,0,0
Router 35 ,0,0,0,0,0
Router 36 ,0,0,0,0,0
Router 37 ,0,0,0,0,78
Router 38 ,0,0,0,0,78
Router 39 ,0,0,0,0,93
Router 40 ,0,0,0,0,0
Router 41 ,0,0,0,0,0
Router 42 ,0,14,0,0,0
Router 43 ,0,30,0,0,0
Router 44 ,0,46,0,0,0
Router 45 ,0,0,0,0,62
Router 46 ,0,0,0,0,62
Router 47 ,0,0,0,0,77
Router 48 ,0,0,0,0,0
Router 49 ,0,0,0,0,0
Router 50 ,0,0,0,0,0
Router 51 ,0,0,0,0,0
Router 52 ,0,14,0,0,0
Router 53 ,0,30,0,0,0
Router 54 ,0,0,0,0,46
Router 55 ,0,0,0,0,61
Router 56 ,0,0,0,0,0
Router 57 ,0,0,0,0,0
Router 58 ,0,0,0,0,0
Router 59 ,0,0,0,0,0
Router 60 ,0,0,0,0,0
Router 61 ,0,15,0,0,0
Router 62 ,0,30,0,0,0
Router 63 ,0,0,0,0,45
