Quantum 1
Routers, LOCAL, EAST, WEST, NORTH, SOUTH
Router 17, 0, 0, 19, 0, 0
Router 18, 0, 0, 19, 0, 0
Router 19, 0, 0, 19, 0, 0
Router 20, 0, 0, 24, 484, 0
Router 21, 455, 0, 30, 512, 0
Router 22, 484, 0, 24, 484, 0
Router 23, 484, 0, 13, 484, 0
Router 24, 0, 0, 0, 0, 13
Router 25, 0, 0, 11, 0, 0
Router 26, 0, 0, 17, 0, 0
Router 27, 0, 0, 24, 0, 0
Router 28, 484, 0, 30, 0, 0
Router 29, 484, 0, 24, 22, 0
Router 30, 484, 0, 13, 0, 0
Router 31, 484, 0, 0, 0, 0
Router 32, 0, 0, 0, 0, 2
Router 33, 0, 0, 0, 0, 0
Router 34, 0, 0, 0, 0, 0
Router 35, 0, 0, 0, 0, 0
Router 36, 0, 0, 0, 0, 0
Router 37, 16, 0, 0, 0, 0
Router 38, 0, 0, 0, 0, 0
Router 39, 0, 0, 0, 0, 0
Router 40, 0, 0, 0, 0, 0
Router 41, 0, 0, 0, 0, 0
Router 42, 0, 0, 0, 0, 0
Router 43, 0, 0, 0, 0, 0
Router 44, 0, 0, 0, 0, 0
Router 45, 0, 0, 0, 0, 0
Router 46, 0, 0, 0, 0, 0
Router 47, 0, 0, 0, 0, 0
Router 48, 0, 0, 0, 0, 0
Router 49, 0, 0, 0, 0, 0
Router 50, 0, 0, 0, 0, 0
Router 51, 0, 0, 0, 0, 0
Router 52, 0, 0, 0, 0, 0
Router 53, 0, 0, 0, 0, 0
Router 54, 0, 0, 0, 0, 0
Router 55, 0, 0, 0, 0, 0
Router 56, 0, 0, 0, 0, 0
Router 57, 0, 0, 0, 0, 0
Router 58, 0, 0, 0, 0, 0
Router 59, 0, 0, 0, 0, 0
Router 60, 0, 0, 0, 0, 0
Router 61, 0, 0, 0, 0, 0
Router 62, 0, 0, 0, 0, 0
Router 63, 0, 0, 0, 0, 0
Quantum 29
Routers, LOCAL, EAST, WEST, NORTH, SOUTH
Router 0, 78, 3371, 0, 0, 0
Router 1, 0, 2882, 0, 484, 0
Router 2, 0, 2880, 0, 0, 0
Router 3, 29, 2851, 0, 0, 0
Router 4, 0, 2858, 0, 0, 0
Router 5, 0, 2420, 0, 444, 0
Router 6, 0, 1452, 0, 968, 0
Router 7, 0, 0, 0, 1452, 0
Router 8, 0, 0, 0, 0, 78
Router 9, 484, 0, 6, 0, 0
Router 10, 0, 0, 0, 0, 0
Router 11, 0, 0, 0, 0, 0
Router 12, 0, 0, 0, 0, 0
Router 13, 0, 0, 0, 450, 0
Router 14, 0, 0, 0, 968, 0
Router 15, 0, 0, 0, 1452, 0
Router 16, 0, 0, 0, 0, 77
Router 17, 0, 0, 33, 0, 0
Router 18, 0, 0, 27, 0, 0
Router 19, 0, 0, 21, 0, 0
Router 20, 0, 0, 15, 0, 0
Router 21, 0, 0, 9, 456, 0
Router 22, 0, 0, 2, 968, 0
Router 23, 0, 0, 0, 1452, 0
Router 24, 0, 0, 0, 0, 39
Router 25, 0, 0, 27, 0, 0
Router 26, 0, 0, 27, 0, 0
Router 27, 0, 0, 26, 0, 0
Router 28, 0, 0, 22, 0, 0
Router 29, 0, 0, 15, 462, 0
Router 30, 0, 0, 13, 968, 0
Router 31, 0, 0, 13, 1452, 0
Router 32, 0, 0, 0, 0, 19
Router 33, 0, 0, 17, 0, 0
Router 34, 0, 0, 23, 0, 0
Router 35, 0, 0, 30, 0, 0
Router 36, 0, 0, 36, 0, 0
Router 37, 468, 0, 39, 0, 0
Router 38, 484, 0, 26, 484, 0
Router 39, 484, 0, 13, 968, 0
Router 40, 0, 0, 0, 0, 12
Router 41, 0, 0, 18, 0, 0
Router 42, 0, 0, 24, 0, 0
Router 43, 0, 0, 26, 0, 0
Router 44, 0, 0, 26, 0, 0
Router 45, 0, 0, 26, 0, 0
Router 46, 484, 0, 26, 0, 0
Router 47, 484, 0, 13, 484, 0
Router 48, 0, 0, 0, 0, 6
Router 49, 0, 0, 12, 0, 0
Router 50, 0, 0, 13, 0, 0
Router 51, 0, 0, 13, 0, 0
Router 52, 0, 0, 13, 0, 0
Router 53, 0, 0, 13, 0, 0
Router 54, 0, 0, 13, 0, 0
Router 55, 484, 0, 13, 0, 0
Router 56, 0, 0, 0, 0, 0
Router 57, 0, 0, 0, 0, 0
Router 58, 0, 0, 0, 0, 0
Router 59, 0, 0, 0, 0, 0
Router 60, 0, 0, 0, 0, 0
Router 61, 0, 0, 0, 0, 0
Router 62, 0, 0, 0, 0, 0
Router 63, 0, 0, 0, 0, 0
Quantum 30
Routers, LOCAL, EAST, WEST, NORTH, SOUTH
Router 0, 78, 3824, 0, 0, 0
Router 1, 0, 3830, 32, 0, 0
Router 2, 0, 2869, 38, 967, 0
Router 3, 455, 1936, 44, 484, 0
Router 4, 484, 1452, 37, 0, 0
Router 5, 484, 968, 30, 0, 0
Router 6, 484, 484, 24, 0, 0
Router 7, 484, 0, 13, 0, 0
Router 8, 0, 0, 0, 0, 52
Router 9, 0, 0, 7, 0, 0
Router 10, 482, 0, 0, 484, 0
Router 11, 0, 0, 0, 484, 0
Router 12, 0, 0, 0, 0, 0
Router 13, 0, 0, 0, 0, 0
Router 14, 0, 0, 0, 0, 0
Router 15, 0, 0, 0, 0, 0
Router 16, 0, 0, 0, 0, 39
Router 17, 0, 0, 13, 0, 0
Router 18, 484, 0, 13, 0, 0
Router 19, 0, 0, 0, 484, 0
Router 20, 0, 0, 0, 0, 0
Router 21, 0, 0, 0, 0, 0
Router 22, 0, 0, 0, 0, 0
Router 23, 0, 0, 0, 0, 0
Router 24, 0, 0, 0, 0, 26
Router 25, 0, 0, 12, 0, 0
Router 26, 0, 0, 12, 0, 0
Router 27, 484, 0, 12, 0, 0
Router 28, 0, 0, 0, 0, 0
Router 29, 0, 0, 0, 0, 0
Router 30, 0, 0, 0, 0, 0
Router 31, 0, 0, 0, 0, 0
Router 32, 0, 0, 0, 0, 13
Router 33, 0, 0, 8, 0, 0
Router 34, 0, 0, 8, 0, 0
Router 35, 0, 0, 8, 0, 0
Router 36, 0, 0, 3, 0, 0
Router 37, 0, 0, 0, 0, 0
Router 38, 0, 0, 0, 0, 0
Router 39, 0, 0, 0, 0, 0
Router 40, 0, 0, 0, 0, 5
Router 41, 0, 0, 0, 0, 0
Router 42, 0, 0, 0, 0, 0
Router 43, 0, 0, 0, 0, 0
Router 44, 0, 0, 0, 0, 0
Router 45, 0, 0, 0, 0, 0
Router 46, 0, 0, 0, 0, 0
Router 47, 0, 0, 0, 0, 0
Router 48, 0, 0, 0, 0, 4
Router 49, 0, 0, 1, 0, 0
Router 50, 0, 0, 0, 0, 0
Router 51, 0, 0, 0, 0, 0
Router 52, 0, 0, 0, 0, 0
Router 53, 0, 0, 0, 0, 0
Router 54, 0, 0, 0, 0, 0
Router 55, 0, 0, 0, 0, 0
Router 56, 0, 0, 0, 0, 0
Router 57, 0, 0, 0, 0, 0
Router 58, 0, 0, 0, 0, 0
Router 59, 0, 0, 0, 0, 0
Router 60, 0, 0, 0, 0, 0
Router 61, 0, 0, 0, 0, 0
Router 62, 0, 0, 0, 0, 0
Router 63, 0, 0, 0, 0, 0
Quantum 31
Routers, LOCAL, EAST, WEST, NORTH, SOUTH
Router 0, 78, 484, 0, 0, 0
Router 1, 0, 484, 33, 0, 0
Router 2, 0, 484, 27, 1, 0
Router 3, 0, 0, 21, 484, 0
Router 4, 0, 0, 15, 0, 0
Router 5, 0, 0, 9, 0, 0
Router 6, 0, 0, 2, 0, 0
Router 7, 0, 0, 0, 0, 0
Router 8, 0, 0, 0, 0, 39
Router 9, 0, 0, 25, 0, 0
Router 10, 2, 0, 26, 0, 0
Router 11, 484, 0, 13, 0, 0
Router 12, 0, 0, 0, 0, 0
Router 13, 0, 0, 0, 0, 0
Router 14, 0, 0, 0, 0, 0
Router 15, 0, 0, 0, 0, 0
Router 16, 0, 0, 0, 0, 20
Router 17, 0, 0, 0, 0, 0
Router 18, 0, 0, 0, 0, 0
Router 19, 0, 0, 0, 0, 0
Router 20, 0, 0, 0, 0, 0
Router 21, 0, 0, 0, 0, 0
Router 22, 0, 0, 0, 0, 0
Router 23, 0, 0, 0, 0, 0
Router 24, 0, 0, 0, 0, 20
Router 25, 0, 0, 7, 0, 0
Router 26, 0, 0, 7, 0, 0
Router 27, 0, 0, 3, 0, 0
Router 28, 0, 0, 0, 0, 0
Router 29, 0, 0, 0, 0, 0
Router 30, 0, 0, 0, 0, 0
Router 31, 0, 0, 0, 0, 0
Router 32, 0, 0, 0, 0, 12
Router 33, 0, 0, 6, 0, 0
Router 34, 0, 0, 6, 0, 0
Router 35, 0, 0, 1, 0, 0
Router 36, 0, 0, 0, 0, 0
Router 37, 0, 0, 0, 0, 0
Router 38, 0, 0, 0, 0, 0
Router 39, 0, 0, 0, 0, 0
Router 40, 0, 0, 0, 0, 7
Router 41, 0, 0, 0, 0, 0
Router 42, 0, 0, 0, 0, 0
Router 43, 0, 0, 0, 0, 0
Router 44, 0, 0, 0, 0, 0
Router 45, 0, 0, 0, 0, 0
Router 46, 0, 0, 0, 0, 0
Router 47, 0, 0, 0, 0, 0
Router 48, 0, 0, 0, 0, 3
Router 49, 0, 0, 0, 0, 0
Router 50, 0, 0, 0, 0, 0
Router 51, 0, 0, 0, 0, 0
Router 52, 0, 0, 0, 0, 0
Router 53, 0, 0, 0, 0, 0
Router 54, 0, 0, 0, 0, 0
Router 55, 0, 0, 0, 0, 0
Router 56, 0, 0, 0, 0, 0
Router 57, 0, 0, 0, 0, 0
Router 58, 0, 0, 0, 0, 0
Router 59, 0, 0, 0, 0, 0
Router 60, 0, 0, 0, 0, 0
Router 61, 0, 0, 0, 0, 0
Router 62, 0, 0, 0, 0, 0
Router 63, 0, 0, 0, 0, 0
Quantum 32
Routers, LOCAL, EAST, WEST, NORTH, SOUTH
Router 0, 75, 0, 0, 0, 0
Router 1, 0, 0, 0, 0, 0
Router 2, 0, 0, 0, 0, 0
Router 3, 0, 0, 0, 0, 0
Router 4, 0, 0, 0, 0, 0
Router 5, 0, 0, 0, 0, 0
Router 6, 0, 0, 0, 0, 0
Router 7, 0, 0, 0, 0, 0
Router 8, 0, 0, 0, 0, 72
Router 9, 0, 0, 1, 0, 0
Router 10, 0, 0, 0, 0, 0
Router 11, 0, 0, 0, 0, 0
Router 12, 0, 0, 0, 0, 0
Router 13, 0, 0, 0, 0, 0
Router 14, 0, 0, 0, 0, 0
Router 15, 0, 0, 0, 0, 0
Router 16, 0, 0, 0, 0, 59
Router 17, 0, 0, 0, 0, 0
Router 18, 0, 0, 0, 0, 0
Router 19, 0, 0, 0, 0, 0
Router 20, 0, 0, 0, 0, 0
Router 21, 0, 0, 0, 0, 0
Router 22, 0, 0, 0, 0, 0
Router 23, 0, 0, 0, 0, 0
Router 24, 0, 0, 0, 0, 53
Router 25, 0, 0, 8, 0, 0
Router 26, 0, 0, 2, 0, 0
Router 27, 0, 0, 0, 0, 0
Router 28, 0, 0, 0, 0, 0
Router 29, 0, 0, 0, 0, 0
Router 30, 0, 0, 0, 0, 0
Router 31, 0, 0, 0, 0, 0
Router 32, 0, 0, 0, 0, 34
Router 33, 0, 0, 8, 0, 0
Router 34, 0, 0, 2, 0, 0
Router 35, 0, 0, 0, 0, 0
Router 36, 0, 0, 0, 0, 0
Router 37, 0, 0, 0, 0, 0
Router 38, 0, 0, 0, 0, 0
Router 39, 0, 0, 0, 0, 0
Router 40, 0, 0, 0, 0, 15
Router 41, 0, 0, 8, 0, 0
Router 42, 0, 0, 2, 0, 0
Router 43, 0, 0, 0, 0, 0
Router 44, 0, 0, 0, 0, 0
Router 45, 0, 0, 0, 0, 0
Router 46, 0, 0, 0, 0, 0
Router 47, 0, 0, 0, 0, 0
Router 48, 0, 0, 0, 0, 0
Router 49, 0, 0, 0, 0, 0
Router 50, 0, 0, 0, 0, 0
Router 51, 0, 0, 0, 0, 0
Router 52, 0, 0, 0, 0, 0
Router 53, 0, 0, 0, 0, 0
Router 54, 0, 0, 0, 0, 0
Router 55, 0, 0, 0, 0, 0
Router 56, 0, 0, 0, 0, 0
Router 57, 0, 0, 0, 0, 0
Router 58, 0, 0, 0, 0, 0
Router 59, 0, 0, 0, 0, 0
Router 60, 0, 0, 0, 0, 0
Router 61, 0, 0, 0, 0, 0
Router 62, 0, 0, 0, 0, 0
Router 63, 0, 0, 0, 0, 0
Quantum 33
Routers, LOCAL, EAST, WEST, NORTH, SOUTH
Router 0, 0, 975, 0, 150, 0
Router 1, 0, 675, 0, 300, 0
Router 2, 0, 300, 0, 375, 0
Router 3, 0, 0, 0, 300, 0
Router 4, 0, 0, 0, 0, 0
Router 5, 0, 0, 0, 0, 0
Router 6, 0, 0, 0, 0, 0
Router 7, 0, 0, 0, 0, 0
Router 8, 75, 0, 0, 75, 0
Router 9, 0, 0, 0, 300, 0
Router 10, 0, 0, 0, 375, 0
Router 11, 0, 0, 0, 300, 0
Router 12, 0, 0, 0, 0, 0
Router 13, 0, 0, 0, 0, 0
Router 14, 0, 0, 0, 0, 0
Router 15, 0, 0, 0, 0, 0
Router 16, 75, 0, 0, 0, 0
Router 17, 0, 0, 0, 300, 0
Router 18, 0, 0, 0, 375, 0
Router 19, 0, 0, 0, 300, 0
Router 20, 0, 0, 0, 0, 0
Router 21, 0, 0, 0, 0, 0
Router 22, 0, 0, 0, 0, 0
Router 23, 0, 0, 0, 0, 0
Router 24, 0, 0, 0, 0, 0
Router 25, 0, 0, 0, 300, 0
Router 26, 75, 0, 0, 300, 0
Router 27, 0, 0, 0, 300, 0
Router 28, 0, 0, 0, 0, 0
Router 29, 0, 0, 0, 0, 0
Router 30, 0, 0, 0, 0, 0
Router 31, 0, 0, 0, 0, 0
Router 32, 0, 0, 0, 0, 0
Router 33, 75, 0, 0, 225, 0
Router 34, 75, 0, 0, 225, 0
Router 35, 75, 0, 0, 225, 0
Router 36, 0, 0, 0, 0, 0
Router 37, 0, 0, 0, 0, 0
Router 38, 0, 0, 0, 0, 0
Router 39, 0, 0, 0, 0, 0
Router 40, 0, 0, 0, 0, 0
Router 41, 75, 0, 0, 150, 0
Router 42, 75, 0, 0, 150, 0
Router 43, 75, 0, 0, 150, 0
Router 44, 0, 0, 0, 0, 0
Router 45, 0, 0, 0, 0, 0
Router 46, 0, 0, 0, 0, 0
Router 47, 0, 0, 0, 0, 0
Router 48, 0, 0, 0, 0, 0
Router 49, 75, 0, 0, 75, 0
Router 50, 75, 0, 0, 75, 0
Router 51, 75, 0, 0, 75, 0
Router 52, 0, 0, 0, 0, 0
Router 53, 0, 0, 0, 0, 0
Router 54, 0, 0, 0, 0, 0
Router 55, 0, 0, 0, 0, 0
Router 56, 0, 0, 0, 0, 0
Router 57, 75, 0, 0, 0, 0
Router 58, 75, 0, 0, 0, 0
Router 59, 75, 0, 0, 0, 0
Router 60, 0, 0, 0, 0, 0
Router 61, 0, 0, 0, 0, 0
Router 62, 0, 0, 0, 0, 0
Router 63, 0, 0, 0, 0, 0
Quantum 34
Routers, LOCAL, EAST, WEST, NORTH, SOUTH
Router 0, 0, 1341, 0, 375, 0
Router 1, 75, 1109, 0, 150, 0
Router 2, 0, 1103, 0, 0, 0
Router 3, 0, 1022, 0, 75, 0
Router 4, 0, 600, 0, 416, 0
Router 5, 0, 300, 0, 300, 0
Router 6, 0, 75, 0, 225, 0
Router 7, 0, 0, 0, 75, 0
Router 8, 0, 0, 0, 375, 0
Router 9, 0, 0, 0, 150, 0
Router 10, 0, 0, 0, 0, 0
Router 11, 0, 0, 0, 75, 0
Router 12, 75, 0, 0, 335, 0
Router 13, 75, 0, 0, 225, 0
Router 14, 75, 0, 0, 150, 0
Router 15, 75, 0, 0, 0, 0
Router 16, 0, 0, 0, 375, 0
Router 17, 75, 0, 0, 75, 0
Router 18, 0, 0, 0, 0, 0
Router 19, 75, 0, 0, 0, 0
Router 20, 29, 0, 0, 300, 0
Router 21, 0, 0, 0, 225, 0
Router 22, 0, 0, 0, 150, 0
Router 23, 0, 0, 0, 0, 0
Router 24, 75, 0, 0, 300, 0
Router 25, 75, 0, 0, 0, 0
Router 26, 0, 0, 0, 0, 0
Router 27, 0, 0, 0, 0, 0
Router 28, 0, 0, 0, 300, 0
Router 29, 0, 0, 0, 225, 0
Router 30, 0, 0, 0, 150, 0
Router 31, 0, 0, 0, 0, 0
Router 32, 75, 0, 0, 225, 0
Router 33, 0, 0, 0, 0, 0
Router 34, 0, 0, 0, 0, 0
Router 35, 0, 0, 0, 0, 0
Router 36, 75, 0, 0, 225, 0
Router 37, 0, 0, 0, 225, 0
Router 38, 0, 0, 0, 150, 0
Router 39, 0, 0, 0, 0, 0
Router 40, 75, 0, 0, 150, 0
Router 41, 0, 0, 0, 0, 0
Router 42, 0, 0, 0, 0, 0
Router 43, 0, 0, 0, 0, 0
Router 44, 75, 0, 0, 150, 0
Router 45, 75, 0, 0, 150, 0
Router 46, 0, 0, 0, 150, 0
Router 47, 0, 0, 0, 0, 0
Router 48, 75, 0, 0, 75, 0
Router 49, 0, 0, 0, 0, 0
Router 50, 0, 0, 0, 0, 0
Router 51, 0, 0, 0, 0, 0
Router 52, 75, 0, 0, 75, 0
Router 53, 75, 0, 0, 75, 0
Router 54, 75, 0, 0, 75, 0
Router 55, 0, 0, 0, 0, 0
Router 56, 75, 0, 0, 0, 0
Router 57, 0, 0, 0, 0, 0
Router 58, 0, 0, 0, 0, 0
Router 59, 0, 0, 0, 0, 0
Router 60, 75, 0, 0, 0, 0
Router 61, 75, 0, 0, 0, 0
Router 62, 75, 0, 0, 0, 0
Router 63, 0, 0, 0, 0, 0
Quantum 35
Routers, LOCAL, EAST, WEST, NORTH, SOUTH
Router 0, 0, 1698, 0, 0, 0
Router 1, 0, 1629, 0, 75, 0
Router 2, 75, 1447, 0, 111, 0
Router 3, 75, 1303, 0, 75, 0
Router 4, 75, 1125, 0, 109, 0
Router 5, 75, 825, 0, 225, 0
Router 6, 75, 450, 0, 300, 0
Router 7, 75, 0, 0, 375, 0
Router 8, 0, 0, 0, 0, 0
Router 9, 75, 0, 0, 0, 0
Router 10, 29, 0, 0, 75, 0
Router 11, 0, 0, 0, 75, 0
Router 12, 0, 0, 0, 115, 0
Router 13, 0, 0, 0, 225, 0
Router 14, 0, 0, 0, 300, 0
Router 15, 0, 0, 0, 375, 0
Router 16, 0, 0, 0, 0, 0
Router 17, 0, 0, 0, 0, 0
Router 18, 75, 0, 0, 0, 0
Router 19, 0, 0, 0, 75, 0
Router 20, 46, 0, 0, 75, 0
Router 21, 75, 0, 0, 150, 0
Router 22, 75, 0, 0, 225, 0
Router 23, 75, 0, 0, 300, 0
Router 24, 0, 0, 0, 0, 0
Router 25, 0, 0, 0, 0, 0
Router 26, 0, 0, 0, 0, 0
Router 27, 75, 0, 0, 0, 0
Router 28, 75, 0, 0, 0, 0
Router 29, 75, 0, 0, 75, 0
Router 30, 75, 0, 0, 150, 0
Router 31, 75, 0, 0, 225, 0
Router 32, 0, 0, 0, 0, 0
Router 33, 0, 0, 0, 0, 0
Router 34, 0, 0, 0, 0, 0
Router 35, 0, 0, 0, 0, 0
Router 36, 0, 0, 0, 0, 0
Router 37, 75, 0, 0, 0, 0
Router 38, 75, 0, 0, 75, 0
Router 39, 75, 0, 0, 150, 0
Router 40, 0, 0, 0, 0, 0
Router 41, 0, 0, 0, 0, 0
Router 42, 0, 0, 0, 0, 0
Router 43, 0, 0, 0, 0, 0
Router 44, 0, 0, 0, 0, 0
Router 45, 0, 0, 0, 0, 0
Router 46, 75, 0, 0, 0, 0
Router 47, 75, 0, 0, 75, 0
Router 48, 0, 0, 0, 0, 0
Router 49, 0, 0, 0, 0, 0
Router 50, 0, 0, 0, 0, 0
Router 51, 0, 0, 0, 0, 0
Router 52, 0, 0, 0, 0, 0
Router 53, 0, 0, 0, 0, 0
Router 54, 0, 0, 0, 0, 0
Router 55, 75, 0, 0, 0, 0
Router 56, 0, 0, 0, 0, 0
Router 57, 0, 0, 0, 0, 0
Router 58, 0, 0, 0, 0, 0
Router 59, 0, 0, 0, 0, 0
Router 60, 0, 0, 0, 0, 0
Router 61, 0, 0, 0, 0, 0
Router 62, 0, 0, 0, 0, 0
Router 63, 0, 0, 0, 0, 0
Quantum 36
Routers, LOCAL, EAST, WEST, NORTH, SOUTH
Router 0, 0, 111, 0, 0, 0
Router 1, 0, 112, 0, 0, 0
Router 2, 0, 75, 0, 39, 0
Router 3, 0, 0, 0, 75, 0
Router 4, 0, 0, 0, 0, 0
Router 5, 0, 0, 0, 0, 0
Router 6, 0, 0, 0, 0, 0
Router 7, 0, 0, 0, 0, 0
Router 8, 0, 0, 0, 0, 0
Router 9, 0, 0, 0, 0, 0
Router 10, 46, 0, 0, 0, 0
Router 11, 75, 0, 0, 0, 0
Router 12, 0, 0, 0, 0, 0
Router 13, 0, 0, 0, 0, 0
Router 14, 0, 0, 0, 0, 0
Router 15, 0, 0, 0, 0, 0
Router 16, 0, 0, 0, 0, 0
Router 17, 0, 0, 0, 0, 0
Router 18, 0, 0, 0, 0, 0
Router 19, 0, 0, 0, 0, 0
Router 20, 0, 0, 0, 0, 0
Router 21, 0, 0, 0, 0, 0
Router 22, 0, 0, 0, 0, 0
Router 23, 0, 0, 0, 0, 0
Router 24, 0, 0, 0, 0, 0
Router 25, 0, 0, 0, 0, 0
Router 26, 0, 0, 0, 0, 0
Router 27, 0, 0, 0, 0, 0
Router 28, 0, 0, 0, 0, 0
Router 29, 0, 0, 0, 0, 0
Router 30, 0, 0, 0, 0, 0
Router 31, 0, 0, 0, 0, 0
Router 32, 0, 0, 0, 0, 0
Router 33, 0, 0, 0, 0, 0
Router 34, 0, 0, 0, 0, 0
Router 35, 0, 0, 0, 0, 0
Router 36, 0, 0, 0, 0, 0
Router 37, 0, 0, 0, 0, 0
Router 38, 0, 0, 0, 0, 0
Router 39, 0, 0, 0, 0, 0
Router 40, 0, 0, 0, 0, 0
Router 41, 0, 0, 0, 0, 0
Router 42, 0, 0, 0, 0, 0
Router 43, 0, 0, 0, 0, 0
Router 44, 0, 0, 0, 0, 0
Router 45, 0, 0, 0, 0, 0
Router 46, 0, 0, 0, 0, 0
Router 47, 0, 0, 0, 0, 0
Router 48, 0, 0, 0, 0, 0
Router 49, 0, 0, 0, 0, 0
Router 50, 0, 0, 0, 0, 0
Router 51, 0, 0, 0, 0, 0
Router 52, 0, 0, 0, 0, 0
Router 53, 0, 0, 0, 0, 0
Router 54, 0, 0, 0, 0, 0
Router 55, 0, 0, 0, 0, 0
Router 56, 0, 0, 0, 0, 0
Router 57, 0, 0, 0, 0, 0
Router 58, 0, 0, 0, 0, 0
Router 59, 0, 0, 0, 0, 0
Router 60, 0, 0, 0, 0, 0
Router 61, 0, 0, 0, 0, 0
Router 62, 0, 0, 0, 0, 0
Router 63, 0, 0, 0, 0, 0
Quantum 37
Routers, LOCAL, EAST, WEST, NORTH, SOUTH
Router 0, 0, 0, 0, 0, 0
Router 1, 0, 0, 0, 0, 0
Router 2, 0, 0, 0, 0, 0
Router 3, 0, 0, 0, 0, 0
Router 4, 0, 0, 0, 0, 0
Router 5, 0, 0, 0, 0, 0
Router 6, 0, 0, 0, 0, 0
Router 7, 0, 0, 0, 0, 0
Router 8, 0, 0, 0, 0, 0
Router 9, 0, 0, 0, 0, 0
Router 10, 0, 0, 0, 0, 0
Router 11, 0, 0, 0, 0, 0
Router 12, 0, 0, 0, 0, 0
Router 13, 0, 0, 0, 0, 0
Router 14, 0, 0, 0, 0, 0
Router 15, 0, 0, 0, 0, 0
Router 16, 0, 0, 0, 0, 0
Router 17, 0, 0, 0, 0, 0
Router 18, 0, 0, 0, 0, 0
Router 19, 0, 0, 0, 0, 0
Router 20, 0, 0, 0, 0, 0
Router 21, 0, 0, 0, 0, 0
Router 22, 0, 0, 0, 0, 0
Router 23, 0, 0, 0, 0, 0
Router 24, 0, 0, 0, 0, 0
Router 25, 0, 0, 0, 0, 0
Router 26, 0, 0, 0, 0, 0
Router 27, 0, 0, 0, 0, 0
Router 28, 0, 0, 0, 0, 0
Router 29, 0, 0, 0, 0, 0
Router 30, 0, 0, 0, 0, 0
Router 31, 0, 0, 0, 0, 0
Router 32, 0, 0, 0, 0, 0
Router 33, 0, 0, 0, 0, 0
Router 34, 0, 0, 0, 0, 0
Router 35, 0, 0, 0, 0, 0
Router 36, 0, 0, 0, 0, 0
Router 37, 0, 0, 0, 0, 0
Router 38, 0, 0, 0, 0, 0
Router 39, 0, 0, 0, 0, 0
Router 40, 0, 0, 0, 0, 0
Router 41, 0, 0, 0, 0, 0
Router 42, 0, 0, 0, 0, 0
Router 43, 0, 0, 0, 0, 0
Router 44, 0, 0, 0, 0, 0
Router 45, 0, 0, 0, 0, 0
Router 46, 0, 0, 0, 0, 0
Router 47, 0, 0, 0, 0, 0
Router 48, 0, 0, 0, 0, 0
Router 49, 0, 0, 0, 0, 0
Router 50, 0, 0, 0, 0, 0
Router 51, 0, 0, 0, 0, 0
Router 52, 0, 0, 0, 0, 0
Router 53, 0, 0, 0, 0, 0
Router 54, 0, 0, 0, 0, 0
Router 55, 0, 0, 0, 0, 0
Router 56, 0, 0, 0, 0, 0
Router 57, 0, 0, 0, 0, 0
Router 58, 0, 0, 0, 0, 0
Router 59, 0, 0, 0, 0, 0
Router 60, 0, 0, 0, 0, 0
Router 61, 0, 0, 0, 0, 0
Router 62, 0, 0, 0, 0, 0
Router 63, 0, 0, 0, 0, 0
Quantum 38
Routers, LOCAL, EAST, WEST, NORTH, SOUTH
Router 0, 0, 0, 0, 0, 0
Router 1, 0, 0, 0, 0, 0
Router 2, 0, 0, 0, 0, 0
Router 3, 0, 0, 0, 0, 0
Router 4, 0, 0, 0, 0, 0
Router 5, 0, 0, 0, 0, 0
Router 6, 0, 0, 0, 0, 0
Router 7, 0, 0, 0, 0, 0
Router 8, 0, 0, 0, 0, 0
Router 9, 0, 0, 0, 0, 0
Router 10, 0, 0, 0, 0, 0
Router 11, 0, 0, 0, 0, 0
Router 12, 0, 0, 0, 0, 0
Router 13, 0, 0, 0, 0, 0
Router 14, 0, 0, 0, 0, 0
Router 15, 0, 0, 0, 0, 0
Router 16, 0, 0, 0, 0, 0
Router 17, 0, 0, 0, 0, 0
Router 18, 0, 0, 0, 0, 0
Router 19, 0, 0, 0, 0, 0
Router 20, 0, 0, 0, 0, 0
Router 21, 0, 0, 0, 0, 0
Router 22, 0, 0, 0, 0, 0
Router 23, 0, 0, 0, 0, 0
Router 24, 0, 0, 0, 0, 0
Router 25, 0, 0, 0, 0, 0
Router 26, 0, 0, 0, 0, 0
Router 27, 0, 0, 0, 0, 0
Router 28, 0, 0, 0, 0, 0
Router 29, 0, 0, 0, 0, 0
Router 30, 0, 0, 0, 0, 0
Router 31, 0, 0, 0, 0, 0
Router 32, 0, 0, 0, 0, 0
Router 33, 0, 0, 0, 0, 0
Router 34, 0, 0, 0, 0, 0
Router 35, 0, 0, 0, 0, 0
Router 36, 0, 0, 0, 0, 0
Router 37, 0, 0, 0, 0, 0
Router 38, 0, 0, 0, 0, 0
Router 39, 0, 0, 0, 0, 0
Router 40, 0, 0, 0, 0, 0
Router 41, 0, 0, 0, 0, 0
Router 42, 0, 0, 0, 0, 0
Router 43, 0, 0, 0, 0, 0
Router 44, 0, 0, 0, 0, 0
Router 45, 0, 0, 0, 0, 0
Router 46, 0, 0, 0, 0, 0
Router 47, 0, 0, 0, 0, 0
Router 48, 0, 0, 0, 0, 0
Router 49, 0, 0, 0, 0, 0
Router 50, 0, 0, 0, 0, 0
Router 51, 0, 0, 0, 0, 0
Router 52, 0, 0, 0, 0, 0
Router 53, 0, 0, 0, 0, 0
Router 54, 0, 0, 0, 0, 0
